epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.3347499966621399,3.031872510910034,0.01,0.3935999870300293,1.994401216506958
1,0.44007501006126404,1.8778572082519531,0.01,0.2401999980211258,2.5571508407592773
2,0.4598749876022339,1.8201583623886108,0.01,0.38519999384880066,2.138442277908325
3,0.4695749878883362,1.7955793142318726,0.01,0.5034000277519226,1.7117570638656616
4,0.4695500135421753,1.7833443880081177,0.01,0.45680001378059387,1.8306490182876587
5,0.47517499327659607,1.7561732530593872,0.01,0.40459999442100525,2.1008150577545166
6,0.4751499891281128,1.742299199104309,0.01,0.47519999742507935,1.7394980192184448
7,0.4905500113964081,1.71012544631958,0.01,0.37380000948905945,2.1814417839050293
8,0.492125004529953,1.6987824440002441,0.01,0.4715999960899353,1.7589410543441772
9,0.5586749911308289,1.4546732902526855,0.0019999999,0.557200014591217,1.4170353412628174
10,0.5773000121116638,1.3574304580688477,0.0019999999,0.5497999787330627,1.3849304914474487
11,0.5865749716758728,1.3140478134155273,0.0019999999,0.532800018787384,1.486535906791687
12,0.5900750160217285,1.2980149984359741,0.0019999999,0.6014000177383423,1.2407673597335815
13,0.5978000164031982,1.2746597528457642,0.0019999999,0.5893999934196472,1.3348884582519531
14,0.6053749918937683,1.263076901435852,0.0019999999,0.5910000205039978,1.3034065961837769
15,0.60732501745224,1.2552205324172974,0.0019999999,0.5911999940872192,1.3131643533706665
16,0.6103749871253967,1.2439844608306885,0.0019999999,0.578000009059906,1.3306281566619873
17,0.6156499981880188,1.2306554317474365,0.0019999999,0.5917999744415283,1.2742518186569214
18,0.6439250111579895,1.1455483436584473,0.00039999996,0.6507999897003174,1.1225391626358032
19,0.6530249714851379,1.1170661449432373,0.00039999996,0.6478000283241272,1.1074172258377075
20,0.6554750204086304,1.101688027381897,0.00039999996,0.6574000120162964,1.1044821739196777
21,0.6615999937057495,1.0825631618499756,0.00039999996,0.6564000248908997,1.0927971601486206
22,0.664650022983551,1.0712511539459229,0.00039999996,0.6610000133514404,1.0809128284454346
23,0.660224974155426,1.069643497467041,0.00039999996,0.6606000065803528,1.0866631269454956
24,0.6658750176429749,1.0570696592330933,0.00039999996,0.6618000268936157,1.0699729919433594
25,0.6664000153541565,1.052953839302063,0.00039999996,0.6535999774932861,1.0834746360778809
26,0.6720250248908997,1.04154372215271,0.00039999996,0.6654000282287598,1.0678932666778564
27,0.6679499745368958,1.0415689945220947,0.00039999996,0.6675999760627747,1.0572423934936523
28,0.6694250106811523,1.035395860671997,0.00039999996,0.6690000295639038,1.0522783994674683
29,0.6713500022888184,1.0313799381256104,0.00039999996,0.6643999814987183,1.05022132396698
30,0.6743000149726868,1.0229054689407349,0.00039999996,0.670799970626831,1.049592137336731
31,0.675849974155426,1.0147768259048462,0.00039999996,0.6710000038146973,1.0388507843017578
32,0.6752750277519226,1.0180256366729736,0.00039999996,0.6723999977111816,1.0204768180847168
33,0.6745749711990356,1.0139760971069336,0.00039999996,0.6647999882698059,1.049911618232727
34,0.6772249937057495,1.0083998441696167,0.00039999996,0.6754000186920166,1.021884560585022
35,0.6765999794006348,1.0046536922454834,0.00039999996,0.6758000254631042,1.0219696760177612
36,0.6780750155448914,1.0010508298873901,0.00039999996,0.6711999773979187,1.0229018926620483
37,0.6794250011444092,0.9976402521133423,0.00039999996,0.6715999841690063,1.0314583778381348
38,0.6870750188827515,0.9699546098709106,7.999999e-05,0.6808000206947327,0.9999030232429504
39,0.6903250217437744,0.9637039303779602,7.999999e-05,0.6837999820709229,0.9943746328353882
40,0.6909000277519226,0.9628636837005615,7.999999e-05,0.6881999969482422,0.9956033229827881
41,0.6942750215530396,0.9532193541526794,7.999999e-05,0.6823999881744385,0.9953484535217285
42,0.6924750208854675,0.9546446204185486,7.999999e-05,0.6851999759674072,0.993537962436676
43,0.6940249800682068,0.9537151455879211,7.999999e-05,0.6854000091552734,0.991439163684845
44,0.694100022315979,0.9526010751724243,7.999999e-05,0.6819999814033508,1.0009498596191406
45,0.694100022315979,0.9525421857833862,7.999999e-05,0.6916000247001648,0.9837203025817871
46,0.6972249746322632,0.9478358626365662,7.999999e-05,0.6883999705314636,0.9821050763130188
47,0.6953250169754028,0.9475253224372864,7.999999e-05,0.6891999840736389,0.9815713763237
48,0.6993250250816345,0.9423136711120605,7.999999e-05,0.6894000172615051,0.9826827049255371
49,0.6970250010490417,0.9459191560745239,7.999999e-05,0.6894000172615051,0.9789502024650574
50,0.6977999806404114,0.9428437352180481,7.999999e-05,0.6923999786376953,0.9745407104492188
51,0.6980999708175659,0.941502034664154,7.999999e-05,0.6823999881744385,1.0010050535202026
52,0.6966500282287598,0.9419052600860596,7.999999e-05,0.6859999895095825,0.9815446138381958
53,0.6986250281333923,0.936852216720581,7.999999e-05,0.6887999773025513,0.9750741124153137
54,0.6980000138282776,0.937296986579895,7.999999e-05,0.6886000037193298,0.9743919968605042
55,0.6991000175476074,0.9349701404571533,7.999999e-05,0.6908000111579895,0.9816325902938843
56,0.701200008392334,0.9315956830978394,7.999999e-05,0.6898000240325928,0.9752019643783569
57,0.6991750001907349,0.9357876777648926,7.999999e-05,0.6850000023841858,0.9896662831306458
58,0.6989250183105469,0.9318931698799133,7.999999e-05,0.6877999901771545,0.9783808588981628
59,0.6978750228881836,0.9366323351860046,7.999999e-05,0.6866000294685364,0.9869107604026794
